,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
144,-,Ketsicart White Pearl Guitar Binding Purfling Strip Celluloid Guitar Binding Material Guitar Parts Accessories 6MM,-,-,"Wednesday, 28 February",Only 1 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDM3Njc4NTY3OTQwMDUzOjE3MDg2ODY1NTU6c3BfbXRmOjMwMDEzMjUxNDYxODEzMjo6MDo6&url=%2FKetsicart-Purfling-Celluloid-Material-Accessories%2Fdp%2FB0CDS9V4WJ%2Fref%3Dsr_1_118_sspa%3Fdib%3DeyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686555%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
145,Liujaos,"Guitar Fret, Stainless Steel Delicate Guitar Fret Wire Set, for Guitar Home",-,7 days Replacement,"Thursday, 29 February",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDM3Njc4NTY3OTQwMDUzOjE3MDg2ODY1NTU6c3BfbXRmOjMwMDEzMTIzODIwMDIzMjo6MDo6&url=%2FGuitar-Fret-Stainless-Steel-Delicate%2Fdp%2FB09TTFKQFS%2Fref%3Dsr_1_119_sspa%3Fdib%3DeyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686555%26sr%3D8-119-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
146,KETOSTICS,"Ketostics™ Venus Special Semi Electric Cutaway Rosewood 41 Inch Givson Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Black)",-,-,"Wednesday, 28 February",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDM3Njc4NTY3OTQwMDUzOjE3MDg2ODY1NTU6c3BfbXRmOjMwMDEzMzI5NDY5NTUzMjo6MDo6&url=%2FKetosticsTM-Electric-Rosewood-Acoustic-Plectrums%2Fdp%2FB08LVV4JWX%2Fref%3Dsr_1_120_sspa%3Fdib%3DeyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686555%26sr%3D8-120-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA3TA8QS9VGGKWW
147,-,-,-,-,-,-,https://www.amazon.in/JUAREZ-Arp%C3%A9ggio-Acoustic-Guitar-Spruce/dp/B08KGCFXKP/ref=sr_1_121?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-121
148,-,-,-,-,-,-,https://www.amazon.in/Belear-Spruce-Cutaway-Acoustic-Guitar/dp/B0BHTBLQGZ/ref=sr_1_122?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-122
149,Fender,Fender Acoustic Guitar Dreadnought CD60 V3 Black 970110506,-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM4B5LJ/ref=sr_1_123?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-123
150,-,-,-,-,-,-,https://www.amazon.in/Blueberry-VIP-385-Acoustic-Basswood-Natural/dp/B0BVW7QCNC/ref=sr_1_124?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-124
151,Gum-Tea,"Acoustic Guitar, 39 Inch Cutaway, 039C with Bag, Strings, Pick and Strap, Random Colour colors may be vary",-,-,"Tuesday, 27 February",Only 1 left in stock.,https://www.amazon.in/Acoustic-Guitar-Cutaway-Strings-Strap/dp/B08NTC4KG4/ref=sr_1_125?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-125
152,DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH 38 inch Acoustic Guitar Premium Wood Curved Cutaway Design Acoustic Guitar Kit with Guitar Bag Guitar for Beginners Adults Starters Students (Red),-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/DEVICE-URBAN-INFOTECH-Acoustic-Beginners/dp/B0CMX7GGZC/ref=sr_1_126?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-126
153,YAMAHA,Yamaha FG830 Acoustic Guitar - Natural,-,-,-,-,https://www.amazon.in/Yamaha-Acoustic-Natural-Guitar-FG830/dp/B01CFOAQP2/ref=sr_1_127?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-127
154,-,-,-,-,-,-,https://www.amazon.in/DAddario-EZ910-Acoustic-Guitar-Strings/dp/B016BPK0CK/ref=sr_1_128?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-128
155,Kadence,"Kadence Frontier Semi Acoustic Jumbo Guitar 41"" with Learning Course, Die cast keys with Super Combo (Bag,strap,strings,capo And 3 picks) (Black, Electric Acoustic)",-,7 days Replacement,"Thursday, 29 February",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Equalizer/dp/B01HRIHJWY/ref=sr_1_129?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-129
156,-,-,-,-,-,-,https://www.amazon.in/Kadence-Electric-Guitar-String-STR-E11/dp/B08WPLS89Z/ref=sr_1_130?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-130
157,-,-,-,-,-,-,https://www.amazon.in/Stratocaster-Electric-Fingerboard-Pickguard-0373203506/dp/B0BVGSWXDY/ref=sr_1_131?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-131
158,Cort,"Cort AF500C Standard Series Open Pore Cutaway Acoustic Guitar with Bajaao Gig-Bag, Polishing Cloth & E-Book Natural",-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/Cort-AF500C-Gig-Bag-Polishing-Cloth/dp/B0C494C1FV/ref=sr_1_132?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-132
159,-,-,-,-,-,-,https://www.amazon.in/Orangewood-String-Acoustic-Electric-Guitar-OW-MORGAN-M/dp/B07BNFG3CF/ref=sr_1_133?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-133
160,Kadence,Kadence Concert Sized Ukulele 24inch (Built in Equalizer) With Bag and Tuner (Saple Wood With Binding),-,7 days Replacement,"Thursday, 29 February",In stock,https://www.amazon.in/Kadence-Concert-Ukulele-Equalizer-Binding/dp/B08PNSGQBL/ref=sr_1_134?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-134
161,-,-,-,-,-,-,https://www.amazon.in/Epiphone-String-Electric-Inspired-Metallic/dp/B08BH48B2Y/ref=sr_1_135?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-135
162,GIVSON,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit With Cover/Bag, String Set, Strap and 5 Plectrums (BLACK)",-,-,"Wednesday, 28 February",In stock,https://www.amazon.in/Givson-Ketostics-Guitar-Acoustic-Plectrums/dp/B08KS5MRSC/ref=sr_1_136?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-136
163,YAMAHA,"Yamaha A-Series A1R Acoustic-Electric Guitar, Vintage Natural",-,-,"Friday, 1 March",Only 1 left in stock.,https://www.amazon.in/Yamaha-A1R-Acoustic-Electric-Vintage-Natural/dp/B01NCWLJ37/ref=sr_1_137?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-137
164,-,-,-,-,-,-,https://www.amazon.in/Orangewood-Auditorium-Acoustic-Mahogany-Earthwood/dp/B07BN7JMX3/ref=sr_1_138?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-138
165,-,-,-,-,-,-,https://www.amazon.in/JUAREZ-Arpeggio-Semi-Acoustic-Rosewood-Fretboard/dp/B08LBGWG6P/ref=sr_1_139?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-139
166,Kadence,Kadence Acoustica 34” Acoustic Guitar A03 with bag,-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-A03/dp/B08WCTFVT9/ref=sr_1_140?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-140
167,Yamaha,"Yamaha Electric-Acoustic Guitar FX280 Dreadnought With Mexa Guitar Bag, Belt,Plectrums.",-,7 days Replacement,"Thursday, 29 February",Only 2 left in stock.,https://www.amazon.in/Yamaha-Electric-Acoustic-FX280-Dreadnought-Plectrums/dp/B09HSHNR6R/ref=sr_1_141?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-141
168,-,Deepika Musical Acoustic Guitar L-N Key,-,-,"Wednesday, 28 February",Only 1 left in stock.,https://www.amazon.in/Deepika-Musical-Acoustic-Guitar-L-N/dp/B09FGY7T5W/ref=sr_1_142?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-142
169,Kadence,"Kadence Guitar Acoustica Series, Electric Acoustic Guitar, Ash Wood with Pickup and Inbuilt tuner (Ash Wood, Electro Acoustic) with bag.",-,7 days Replacement,"Thursday, 29 February",In stock,https://www.amazon.in/Kadence-Acoustica-Ash-Wood-Equlizer/dp/B0757H5P13/ref=sr_1_143?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-143
